,user_ids
14973,M-6267-2013
14974,N-1289-2013
14975,F-1417-2011
14976,D-6545-2017
14977,K-5551-2012
14978,B-3323-2012
14979,N-8832-2014
14980,M-3166-2016
14981,A-4773-2011
14982,O-3937-2014
14983,K-4024-2015
14984,K-2404-2012
14985,A-7928-2013
14986,D-7353-2011
14987,I-7642-2014
14988,D-1075-2015
14989,D-4845-2016
14990,A-3995-2017
14991,Q-4764-2017
14992,O-3539-2018
14993,C-3653-2012
14994,M-6550-2015
14995,E-7168-2010
14996,Q-8976-2016
14997,A-7138-2009
14998,C-8699-2015
14999,J-4865-2013
15000,D-1955-2009
15001,P-4806-2017
15002,B-6124-2008
15003,F-3918-2011
15004,Q-9041-2017
15005,G-4657-2011
15006,F-2249-2017
15007,T-4148-2017
15008,K-7069-2012
15009,B-6656-2016
15010,E-8143-2013
15011,I-9209-2018
15012,E-5579-2011
15013,O-2655-2018
15014,U-6515-2017
15015,D-6488-2014
15016,K-3415-2012
15017,H-4506-2011
15018,A-3426-2013
15019,A-7847-2009
15020,G-2920-2012
15021,F-7103-2014
15022,D-1982-2009
15023,J-7606-2016
15024,G-2648-2017
15025,N-4046-2017
15026,N-6681-2017
15027,O-4002-2017
15028,E-1894-2012
15029,B-5217-2011
15030,A-5527-2008
15031,E-8095-2010
15032,A-1214-2014
15033,B-8732-2012
15034,G-4301-2011
15035,B-5438-2018
15036,M-6202-2014
15037,B-2271-2015
15038,J-1624-2015
15039,C-7881-2016
15040,S-6891-2016
15041,N-9430-2018
15042,A-3399-2010
15043,G-4392-2017
15044,B-7295-2013
15045,P-7188-2017
15046,O-6376-2017
15047,S-2094-2017
15048,L-2786-2018
15049,F-1415-2010
15050,A-1074-2009
15051,A-9972-2014
15052,A-3749-2017
15053,D-6769-2011
15054,A-1096-2013
15055,A-9330-2009
15056,P-6304-2015
15057,L-6972-2017
15058,J-2188-2015
15059,G-2419-2010
15060,C-3766-2014
15061,C-2975-2015
15062,D-1170-2009
15063,I-3143-2016
15064,J-9337-2017
15065,F-3281-2012
15066,C-1422-2009
15067,H-7023-2013
15068,F-6435-2012
15069,R-5597-2016
15070,B-9709-2018
15071,A-2692-2010
15072,H-4557-2013
15073,F-1042-2014
15074,A-6420-2012
15075,A-2590-2014
15076,I-7286-2013
15077,C-1994-2013
15078,P-5945-2014
15079,H-6384-2015
15080,C-3554-2011
15081,C-2106-2012
15082,C-8641-2014
15083,C-5948-2017
15084,A-7524-2011
15085,F-3496-2011
15086,D-3583-2009
15087,L-9868-2013
15088,G-2990-2013
15089,C-8473-2012
15090,B-3219-2011
15091,I-3800-2012
15092,I-4212-2013
15093,J-4277-2017
15094,A-7255-2018
15095,L-8050-2018
15096,L-1638-2016
15097,L-2382-2016
15098,F-9876-2012
15099,K-9062-2018
15100,B-3156-2008
15101,N-7761-2015
15102,B-8037-2009
15103,G-2692-2018
15104,G-7835-2011
15105,N-3186-2018
15106,A-8361-2013
15107,A-3392-2008
15108,K-3104-2014
15109,E-1606-2015
15110,N-4012-2018
15111,C-8247-2015
15112,B-1538-2012
15113,H-2588-2013
15114,B-6174-2016
15115,I-5233-2015
15116,N-6760-2017
15117,K-6556-2013
15118,F-4995-2017
15119,N-5035-2018
15120,K-5574-2016
15121,E-6207-2012
15122,C-3314-2011
15123,G-3405-2013
15124,E-3630-2010
15125,E-3650-2010
15126,C-1800-2012
15127,M-3199-2016
15128,F-6578-2011
15129,C-4175-2016
15130,O-1360-2017
15131,B-3289-2009
15132,I-7536-2012
15133,D-8957-2012
15134,F-8369-2016
15135,B-6276-2008
15136,T-5866-2017
15137,F-2137-2010
15138,J-5792-2015
15139,L-1250-2013
15140,H-8619-2018
15141,E-8230-2016
15142,C-9658-2013
15143,A-4155-2016
15144,J-6105-2015
15145,U-3905-2017
15146,L-2496-2018
15147,V-9284-2017
15148,C-7109-2014
15149,H-3533-2013
15150,A-1789-2017
15151,H-2853-2014
15152,O-2131-2017
15153,P-3196-2017
15154,N-9056-2013
15155,J-5099-2013
15156,G-1338-2010
15157,D-7072-2014
15158,C-6450-2012
15159,C-8898-2017
15160,H-4005-2017
15161,L-8330-2015
15162,G-1418-2014
15163,M-8220-2013
15164,F-5375-2012
15165,B-7465-2011
15166,J-4715-2014
15167,M-7119-2017
15168,K-5861-2018
15169,B-3517-2013
15170,G-3067-2010
15171,E-9514-2014
15172,E-8248-2016
15173,I-8281-2015
15174,W-4698-2017
15175,F-1147-2018
15176,E-9607-2011
15177,I-4021-2014
15178,A-4855-2010
15179,J-9223-2014
15180,L-1613-2016
15181,F-6633-2017
15182,E-8234-2010
15183,F-4621-2017
15184,L-8745-2014
15185,N-5676-2014
15186,E-7791-2016
15187,K-7751-2012
15188,I-7417-2016
15189,B-1857-2010
15190,F-7729-2015
15191,H-7059-2016
15192,E-8119-2011
15193,B-7252-2017
15194,A-7130-2012
15195,A-7709-2015
15196,K-3566-2012
15197,F-5945-2014
15198,C-7191-2017
15199,D-5331-2011
15200,B-7142-2015
15201,H-1669-2013
15202,A-2165-2017
15203,C-4203-2017
15204,B-2756-2010
15205,F-9418-2010
15206,E-5546-2015
15207,M-7085-2015
15208,F-6531-2016
15209,K-1150-2016
15210,B-7085-2016
15211,B-4587-2014
15212,I-4176-2014
15213,A-7337-2009
15214,J-5031-2013
15215,J-3595-2015
15216,B-1112-2008
15217,C-1425-2008
15218,B-8036-2009
15219,J-3218-2012
15220,N-5773-2018
15221,J-9561-2013
15222,A-7422-2009
15223,F-7872-2010
15224,E-1478-2015
15225,G-7938-2018
15226,H-6476-2013
15227,B-9795-2011
15228,J-1994-2015
15229,H-9611-2013
15230,D-3397-2009
15231,D-8278-2015
15232,I-7645-2016
15233,N-7930-2016
15234,O-9366-2016
15235,O-9775-2016
15236,F-3590-2012
15237,B-7405-2013
15238,G-8911-2012
15239,C-4354-2011
15240,E-9624-2014
15241,A-6535-2011
15242,B-8428-2015
15243,G-5031-2016
15244,K-9994-2018
15245,A-4464-2008
15246,E-4346-2014
15247,D-2880-2011
15248,C-2954-2011
15249,C-3271-2014
15250,F-5116-2012
15251,A-5084-2015
15252,B-5736-2017
15253,G-6547-2012
15254,D-1974-2014
15255,J-8052-2013
15256,E-5943-2012
15257,I-4039-2013
15258,A-8602-2009
15259,A-3268-2013
15260,N-2006-2018
15261,G-5636-2017
15262,A-7876-2018
15263,M-2154-2017
15264,B-5639-2017
15265,J-2400-2014
15266,I-7557-2013
15267,M-9376-2013
15268,W-1510-2017
15269,A-7074-2012
15270,T-3205-2017
15271,C-7118-2011
15272,B-7259-2017
15273,F-8562-2011
15274,A-5681-2015
15275,L-1205-2018
15276,A-2276-2010
15277,F-2314-2011
15278,A-5679-2012
15279,V-1805-2017
15280,K-2854-2018
15281,D-8746-2013
15282,F-6708-2010
15283,L-9871-2013
15284,P-7140-2016
15285,M-1105-2018
15286,F-1404-2010
15287,H-2763-2016
15288,D-2795-2016
15289,B-5171-2013
15290,D-1559-2016
15291,K-3585-2012
15292,B-3509-2012
15293,D-1866-2011
15294,B-4049-2010
15295,H-4924-2011
15296,B-3206-2012
15297,M-5020-2015
15298,D-7570-2011
15299,J-6429-2015
15300,C-3643-2008
15301,C-4167-2012
15302,H-7907-2013
15303,J-4566-2016
15304,N-1832-2014
15305,L-4097-2016
15306,G-3556-2012
15307,G-1528-2010
15308,O-4750-2014
15309,F-8719-2015
15310,G-7738-2016
15311,G-5291-2010
15312,D-7932-2017
15313,N-9498-2013
15314,H-2567-2017
15315,A-9449-2013
15316,H-2491-2011
15317,B-6534-2015
15318,K-1124-2015
15319,J-5425-2014
15320,F-6964-2015
15321,K-3915-2014
15322,B-4824-2013
15323,C-4587-2015
15324,B-7248-2017
15325,D-8284-2016
15326,G-1678-2014
15327,L-4229-2017
15328,O-4017-2017
15329,K-2659-2018
15330,N-4481-2017
15331,B-4448-2008
15332,C-6163-2012
15333,F-6971-2010
15334,G-5195-2011
15335,H-3174-2011
15336,A-9322-2017
15337,G-3888-2010
15338,A-2493-2010
15339,K-2861-2012
15340,L-8624-2015
15341,E-5267-2015
15342,E-3333-2014
15343,O-2047-2015
15344,K-9013-2013
15345,E-4684-2010
15346,H-4334-2016
15347,E-3864-2013
15348,A-9323-2016
15349,I-2169-2012
15350,I-4900-2013
15351,L-1186-2013
15352,E-3696-2013
15353,H-6065-2013
15354,H-7160-2016
15355,H-5165-2016
15356,N-4925-2018
15357,I-8445-2017
15358,I-9154-2012
15359,M-6611-2015
15360,P-3311-2016
15361,A-2124-2012
15362,E-1559-2013
15363,M-5378-2017
15364,B-3144-2013
15365,L-2659-2013
15366,L-9684-2018
15367,A-1962-2016
15368,A-5152-2012
15369,E-2879-2011
15370,I-8434-2012
15371,E-7005-2015
15372,G-1652-2016
15373,C-9223-2016
15374,H-3768-2014
15375,C-7183-2014
15376,F-7564-2014
15377,A-1085-2012
15378,O-2714-2013
15379,J-4509-2017
15380,G-6055-2011
15381,C-4823-2009
15382,A-8969-2008
15383,B-3045-2012
15384,H-3367-2011
15385,F-1957-2011
15386,K-7121-2012
15387,B-4897-2010
15388,B-7574-2009
15389,F-3136-2011
15390,C-1110-2011
15391,H-7976-2013
15392,E-9433-2012
15393,A-5266-2011
15394,F-2328-2011
15395,B-6369-2009
15396,A-2732-2015
15397,O-7697-2015
15398,K-8611-2017
15399,M-8396-2017
15400,G-8436-2018
15401,K-1227-2018
15402,L-1813-2018
15403,O-8588-2018
15404,P-1963-2018
15405,J-7691-2012
15406,G-4423-2013
15407,F-4521-2014
15408,A-9364-2009
15409,C-5692-2012
15410,A-8469-2009
15411,A-4476-2012
15412,E-9510-2010
15413,A-3712-2012
15414,R-8907-2016
15415,C-9550-2011
15416,G-6064-2011
15417,A-9491-2011
15418,T-9435-2017
15419,B-3220-2011
15420,D-8324-2014
15421,H-3363-2017
15422,A-2606-2012
15423,M-5972-2018
15424,P-3663-2014
15425,D-5050-2015
15426,D-3724-2009
15427,F-5883-2016
15428,I-1876-2014
15429,I-7263-2013
15430,C-8912-2017
15431,V-9357-2017
15432,A-2557-2013
15433,C-9907-2009
15434,P-6174-2016
15435,A-4490-2012
15436,D-2889-2015
15437,D-6748-2012
15438,H-4335-2013
15439,A-2866-2009
15440,A-5762-2009
15441,C-6084-2014
15442,E-3832-2014
15443,A-2092-2010
15444,B-1539-2008
15445,B-1232-2013
15446,J-9494-2012
15447,C-6889-2012
15448,E-7514-2011
15449,F-5386-2012
15450,C-5210-2012
15451,D-4464-2015
15452,J-1747-2015
15453,J-1202-2016
15454,L-1794-2016
15455,B-4199-2017
15456,B-6332-2018
15457,H-1811-2018
15458,L-4718-2018
15459,C-4906-2017
15460,C-3440-2009
15461,F-7438-2012
15462,D-9992-2014
15463,D-4531-2013
15464,E-2840-2010
15465,P-4102-2014
15466,F-8556-2015
15467,N-2524-2018
15468,E-5699-2010
15469,M-3719-2016
15470,D-5203-2009
15471,K-5823-2018
15472,F-6846-2010
15473,F-1526-2011
15474,D-9585-2013
15475,K-3070-2014
15476,R-2157-2016
15477,C-5797-2017
15478,L-8420-2017
15479,K-5852-2012
15480,B-8471-2009
15481,J-6354-2016
15482,C-9969-2013
15483,F-8137-2018
15484,F-3253-2014
15485,B-7378-2015
15486,K-3306-2013
15487,C-9676-2015
15488,B-7731-2011
15489,Q-2025-2017
15490,E-5385-2011
15491,D-3836-2015
15492,G-1680-2011
15493,B-3248-2012
15494,E-5842-2012
15495,B-9682-2011
15496,G-6453-2012
15497,F-2637-2010
15498,A-1377-2016
15499,N-3158-2013
15500,M-9696-2017
15501,K-7651-2012
15502,F-7026-2014
15503,H-4823-2014
15504,A-8019-2009
15505,D-1860-2014
15506,M-9210-2016
15507,A-1409-2012
15508,E-2055-2013
15509,H-1238-2013
15510,D-3039-2012
15511,I-6639-2012
15512,N-8965-2014
15513,M-2498-2016
15514,C-7877-2018
15515,C-9920-2011
15516,B-7737-2009
15517,A-1142-2018
15518,B-8505-2012
15519,H-6027-2011
15520,A-7141-2012
15521,L-3214-2013
15522,D-5988-2012
15523,B-4425-2018
15524,P-4030-2014
15525,M-7201-2017
15526,G-7248-2012
15527,J-4650-2013
15528,C-6394-2018
15529,E-7171-2012
15530,I-7576-2013
15531,E-2385-2011
15532,C-3531-2012
15533,C-3410-2013
15534,O-3309-2017
15535,N-2616-2013
15536,L-5550-2018
15537,M-3880-2013
15538,S-1415-2016
15539,J-3699-2014
15540,S-2092-2017
15541,E-3478-2015
15542,F-2120-2011
15543,E-1975-2016
15544,F-3035-2010
15545,N-3845-2015
15546,J-1552-2018
15547,I-8229-2012
15548,A-2303-2008
15549,A-1257-2014
15550,B-7131-2009
15551,J-1984-2012
15552,E-6845-2012
15553,B-7552-2011
15554,H-5483-2012
15555,C-6466-2014
15556,H-4913-2014
15557,M-9814-2018
15558,N-4135-2018
15559,E-6385-2013
15560,A-2604-2013
15561,J-5298-2012
15562,F-3130-2013
15563,C-1640-2009
15564,C-6529-2008
15565,H-4919-2014
15566,F-9119-2015
15567,C-9919-2016
15568,L-7304-2018
15569,C-6107-2012
15570,A-9026-2011
15571,C-3826-2016
15572,A-2301-2008
15573,D-1546-2010
15574,P-3714-2018
15575,O-3177-2015
15576,H-6124-2011
15577,E-6492-2015
15578,B-5614-2009
15579,K-7929-2013
15580,H-7096-2013
15581,L-5515-2017
15582,A-4273-2011
15583,G-3430-2013
15584,C-6138-2011
15585,D-6341-2012
15586,I-6192-2013
15587,H-5205-2013
15588,S-2623-2016
15589,A-4236-2011
15590,L-5552-2014
15591,R-6156-2016
15592,F-9254-2012
15593,D-3226-2013
15594,E-9999-2014
15595,D-7943-2013
15596,J-4807-2012
15597,B-1566-2010
15598,A-6380-2008
15599,G-6720-2013
15600,E-9781-2010
15601,E-7541-2011
15602,P-4478-2014
15603,L-8077-2017
15604,O-5368-2016
15605,H-4468-2013
15606,U-9234-2017
15607,L-3533-2014
15608,A-3019-2015
15609,T-1027-2016
15610,I-2260-2013
15611,C-1305-2008
15612,F-3460-2016
15613,B-5669-2017
15614,K-1037-2013
15615,G-8117-2014
15616,G-4926-2011
15617,E-2281-2013
15618,D-1371-2009
15619,B-7619-2008
15620,G-3597-2010
15621,A-2280-2010
15622,N-5065-2016
15623,Q-9191-2016
15624,J-2150-2017
15625,L-1615-2016
15626,B-6831-2015
15627,B-6835-2015
15628,C-7607-2013
15629,B-2490-2016
15630,D-1416-2013
15631,P-7469-2016
15632,L-7731-2016
15633,L-4812-2017
15634,T-4281-2017
15635,C-2836-2014
15636,L-8895-2013
15637,K-6566-2014
15638,E-2432-2011
15639,K-7017-2012
15640,J-7962-2012
15641,E-4321-2010
15642,F-3938-2010
15643,A-7342-2009
15644,A-7574-2013
15645,I-8202-2014
15646,E-6035-2015
15647,P-1053-2017
15648,S-7231-2017
15649,F-7068-2013
15650,A-7605-2009
15651,C-6731-2011
15652,R-1406-2017
15653,E-9195-2012
15654,K-1715-2016
15655,J-4775-2012
15656,B-1541-2010
15657,P-4800-2014
15658,G-2695-2014
15659,E-8463-2013
15660,J-9097-2012
15661,D-5535-2013
15662,B-6202-2012
15663,N-2571-2014
15664,G-4066-2015
15665,J-3397-2015
15666,G-2931-2010
15667,P-5006-2016
15668,E-3788-2012
15669,G-8724-2013
15670,A-6139-2010
15671,B-9546-2011
15672,I-6810-2013
15673,I-6984-2013
15674,G-8333-2011
15675,D-7673-2011
15676,B-3363-2011
15677,A-4714-2012
15678,A-1869-2011
15679,O-1798-2014
15680,D-4643-2015
15681,I-5631-2017
15682,L-9155-2017
15683,E-2831-2018
15684,L-5377-2018
15685,I-3400-2012
15686,O-6741-2018
15687,Q-5671-2017
15688,O-1833-2014
15689,I-4398-2015
15690,I-4181-2016
15691,D-5318-2017
15692,C-2512-2015
15693,N-4450-2017
15694,E-1556-2013
15695,I-6237-2012
15696,S-6381-2016
15697,F-2416-2015
15698,A-1866-2012
15699,N-9980-2015
15700,D-2878-2009
15701,P-6587-2016
15702,J-5646-2016
15703,J-9569-2016
15704,A-9908-2017
15705,A-1638-2013
15706,D-1430-2012
15707,T-3112-2017
15708,N-5455-2015
15709,F-6646-2014
15710,Q-5431-2017
15711,M-9642-2013
15712,H-3327-2012
15713,C-9764-2017
15714,A-4251-2013
15715,E-5293-2012
15716,B-2964-2011
15717,J-4251-2013
15718,L-7186-2013
15719,J-8372-2015
15720,H-3249-2016
15721,G-1426-2011
15722,C-3784-2015
15723,H-1260-2011
15724,E-6356-2011
15725,A-7943-2018
15726,P-8260-2017
15727,G-5993-2018
15728,G-8312-2016
15729,D-2908-2013
15730,K-6885-2013
15731,B-2797-2013
15732,I-5625-2014
15733,C-5354-2015
15734,G-1374-2016
15735,U-6748-2017
15736,G-7490-2011
15737,J-9570-2014
15738,E-4278-2015
15739,H-1417-2016
15740,E-5771-2011
15741,P-5354-2017
15742,M-2072-2015
15743,G-2472-2017
15744,M-3936-2017
15745,F-1443-2014
15746,B-7968-2013
15747,J-4600-2014
15748,P-7314-2014
15749,B-6145-2016
15750,J-7499-2014
15751,L-4023-2013
15752,B-9693-2017
15753,I-1927-2016
15754,M-4033-2014
15755,B-2115-2009
15756,F-5579-2011
15757,B-2112-2010
15758,Q-9799-2016
15759,A-2208-2010
15760,K-9571-2013
15761,B-8256-2013
15762,D-2019-2012
15763,C-6039-2012
15764,G-7744-2014
15765,N-3346-2014
15766,D-2871-2009
15767,D-3532-2018
15768,G-3619-2012
15769,B-4785-2011
15770,C-9134-2013
15771,A-5427-2012
15772,H-8585-2012
15773,O-5564-2016
15774,B-9727-2011
15775,U-1015-2017
15776,E-2776-2018
15777,A-3397-2008
15778,N-2641-2017
15779,K-1372-2013
15780,B-7297-2008
15781,I-4149-2017
15782,M-3834-2015
15783,E-3327-2010
15784,A-1261-2007
15785,E-7041-2012
15786,G-4859-2011
15787,A-8566-2012
15788,B-8193-2012
15789,H-3405-2011
15790,S-4042-2016
15791,R-6918-2017
15792,C-2239-2015
15793,E-7334-2013
15794,K-8745-2013
15795,F-1067-2015
15796,E-7131-2011
15797,D-1409-2017
15798,G-8814-2018
15799,H-4594-2013
15800,H-6001-2018
15801,H-1207-2015
15802,M-9319-2013
15803,A-2765-2008
15804,E-3540-2015
15805,N-9538-2015
15806,K-4795-2014
15807,D-4431-2017
15808,I-3891-2015
15809,N-6539-2013
15810,H-1169-2012
15811,C-7217-2014
15812,K-8817-2012
15813,B-7575-2012
15814,C-6145-2009
15815,E-2181-2014
15816,S-3074-2017
15817,A-6160-2010
15818,H-9964-2017
15819,B-9542-2012
15820,L-9403-2016
15821,N-8075-2018
15822,B-8322-2011
15823,G-9820-2012
15824,H-9372-2014
15825,A-7152-2010
15826,K-2050-2014
15827,G-3471-2013
15828,C-8752-2015
15829,B-6608-2014
15830,A-1159-2011
15831,C-3324-2016
15832,K-7119-2013
15833,D-1597-2016
15834,C-6412-2014
15835,D-9922-2013
15836,H-9555-2016
15837,A-9760-2009
15838,E-8216-2012
15839,G-5184-2012
15840,N-4627-2013
15841,A-3671-2008
15842,C-4111-2014
15843,E-8106-2010
15844,H-6610-2016
15845,L-4864-2018
15846,C-9285-2013
15847,D-6505-2011
15848,F-8999-2010
15849,B-7643-2017
15850,K-1061-2014
15851,F-5736-2015
15852,A-7580-2009
15853,G-3928-2012
15854,H-1771-2014
15855,A-7282-2015
15856,A-8973-2008
15857,A-1051-2010
15858,L-7525-2016
15859,J-7379-2015
15860,A-4928-2011
15861,E-3807-2013
15862,E-5860-2013
15863,I-2933-2013
15864,B-5263-2011
15865,G-8265-2016
15866,C-6345-2011
15867,O-9666-2015
15868,J-9124-2017
15869,H-6201-2018
15870,H-1136-2014
15871,N-8209-2013
15872,N-4727-2018
15873,F-6855-2013
15874,C-9592-2017
15875,I-1782-2016
15876,F-9526-2010
15877,K-2722-2013
15878,I-3330-2014
15879,B-6506-2011
15880,M-9485-2016
15881,J-9014-2012
15882,F-9170-2014
15883,C-5143-2014
15884,E-6307-2013
15885,C-3979-2012
15886,G-8430-2011
15887,B-9322-2016
15888,E-4675-2011
15889,G-7032-2017
15890,C-1436-2013
15891,M-2410-2016
15892,B-5350-2012
15893,E-2497-2017
15894,A-2928-2013
15895,G-2562-2010
15896,C-1098-2012
15897,O-6767-2014
15898,I-7316-2012
15899,N-8517-2014
15900,A-9982-2015
15901,M-6702-2017
15902,B-9872-2017
15903,E-5609-2014
15904,K-8394-2013
15905,M-9260-2014
15906,E-9799-2013
15907,A-9760-2012
15908,M-2238-2016
15909,J-5176-2015
15910,A-8860-2010
15911,B-6671-2015
15912,A-3188-2008
15913,H-2321-2016
15914,C-1622-2013
15915,D-9153-2013
15916,E-3124-2013
15917,D-9282-2013
15918,J-4543-2014
15919,F-8371-2016
15920,K-6794-2013
15921,R-5550-2017
15922,D-2825-2011
15923,A-8068-2010
15924,G-5714-2013
15925,M-4450-2017
15926,P-2332-2014
15927,B-4807-2010
15928,B-3491-2016
15929,A-5344-2010
15930,B-1609-2015
15931,Q-7094-2016
15932,L-3158-2016
15933,Q-6886-2017
15934,J-1030-2017
15935,E-6240-2014
15936,F-4968-2011
15937,E-6479-2015
15938,B-4088-2009
15939,O-7307-2015
15940,E-7494-2012
15941,B-1014-2012
15942,G-1802-2015
15943,C-9987-2016
15944,G-5704-2017
15945,J-6527-2012
15946,G-4063-2010
15947,H-4621-2017
15948,A-5753-2015
15949,I-4561-2013
15950,K-6041-2017
15951,C-2973-2011
15952,B-8385-2014
15953,I-4862-2013
15954,D-2388-2010
15955,G-6013-2014
15956,G-6718-2018
15957,C-4903-2012
15958,F-4190-2017
15959,B-5424-2012
15960,G-8261-2016
15961,G-1311-2012
15962,E-7670-2010
15963,B-4243-2009
15964,C-1753-2018
15965,I-2836-2018
15966,A-6547-2009
15967,E-2563-2016
15968,L-8155-2013
15969,J-5507-2015
15970,B-2202-2012
15971,H-6670-2016
15972,I-4270-2012
15973,N-8185-2018
15974,F-6567-2010
15975,D-4673-2012
15976,O-3159-2015
15977,K-7432-2013
15978,E-6408-2011
15979,B-3502-2017
15980,D-5042-2012
15981,A-4683-2011
15982,A-5668-2010
15983,D-3922-2012
15984,E-6256-2011
15985,G-8402-2018
15986,D-6675-2015
15987,F-1339-2010
15988,L-4843-2015
15989,E-9810-2013
15990,A-7129-2012
15991,H-5051-2012
15992,N-3703-2016
15993,K-2843-2012
15994,S-1461-2017
15995,F-8933-2011
15996,F-3251-2011
15997,C-7920-2009
15998,F-5016-2016
15999,D-5785-2018
16000,D-6929-2011
16001,K-4148-2018
16002,A-9841-2008
16003,A-7603-2016
16004,U-6010-2017
16005,K-3201-2012
16006,B-6196-2012
16007,D-3208-2017
16008,I-4129-2017
16009,E-3034-2015
16010,Q-3075-2016
16011,I-6616-2012
16012,C-1301-2015
16013,I-8674-2016
16014,E-8265-2010
16015,B-8035-2011
16016,F-5799-2015
16017,H-4766-2013
16018,B-2235-2010
16019,A-7804-2009
16020,A-8773-2011
16021,A-9949-2017
16022,J-5816-2018
16023,I-9210-2014
16024,A-8601-2013
16025,J-6668-2014
16026,A-6393-2013
16027,N-4446-2016
16028,F-6176-2013
16029,L-9812-2013
16030,W-1527-2017
16031,G-7328-2011
16032,C-6087-2013
16033,K-2886-2017
16034,G-1083-2017
16035,D-6510-2014
16036,A-4726-2012
16037,E-3842-2013
16038,E-6394-2013
16039,E-2386-2012
16040,A-1011-2017
16041,G-3918-2013
16042,N-4810-2015
16043,A-7224-2010
16044,A-2992-2008
16045,K-9357-2015
16046,A-8973-2013
16047,I-7631-2014
16048,J-2833-2014
16049,B-8107-2009
16050,A-8342-2009
16051,E-5590-2010
16052,F-5842-2016
16053,E-9444-2012
16054,C-6781-2016
16055,A-4280-2009
16056,E-8641-2012
16057,E-7333-2011
16058,A-3321-2011
16059,B-3270-2009
16060,L-4785-2016
16061,A-5248-2011
16062,D-5394-2015
16063,M-7608-2016
16064,O-8828-2015
16065,I-3676-2013
16066,A-2491-2008
16067,A-2176-2012
16068,J-4631-2012
16069,C-7294-2012
16070,P-7517-2015
16071,P-3555-2017
16072,O-6484-2014
16073,N-7693-2017
16074,F-9590-2012
16075,O-8115-2014
16076,D-6576-2017
16077,F-3766-2011
16078,P-1750-2017
16079,U-6789-2017
16080,R-7483-2017
16081,K-4464-2013
16082,C-8253-2009
16083,I-3188-2014
16084,O-7596-2017
16085,A-9759-2016
16086,F-5448-2010
16087,N-2749-2018
16088,K-8348-2016
16089,F-3205-2017
16090,B-8270-2013
16091,I-5737-2013
16092,D-1048-2015
16093,G-7605-2011
16094,B-7705-2011
16095,D-9670-2017
16096,G-5459-2011
16097,G-3137-2011
16098,F-8826-2011
16099,E-5369-2017
16100,A-4060-2012
16101,K-3565-2012
16102,H-8017-2013
16103,G-5642-2011
16104,E-6852-2010
16105,N-6090-2017
16106,B-9510-2008
16107,H-8149-2013
16108,N-7895-2016
16109,E-8976-2015
16110,J-5142-2013
16111,B-6533-2015
16112,M-5960-2013
16113,M-5422-2014
16114,K-5535-2014
16115,F-8940-2018
16116,D-4487-2011
16117,B-6623-2013
16118,N-5468-2017
16119,H-1379-2013
16120,F-8938-2012
16121,E-5573-2013
16122,E-9122-2014
16123,B-6649-2016
16124,C-1888-2017
16125,C-3128-2015
16126,C-2619-2011
16127,F-2325-2018
16128,E-1387-2016
16129,I-1440-2016
16130,H-5895-2012
16131,M-7855-2017
16132,A-6989-2009
16133,P-6445-2014
16134,F-1537-2011
16135,M-9397-2018
16136,I-5253-2017
16137,L-5473-2018
16138,E-2152-2013
16139,F-3441-2011
16140,J-3986-2013
16141,D-1246-2009
16142,Q-2489-2015
16143,G-1802-2012
16144,V-1372-2017
16145,A-6713-2013
16146,C-3200-2016
16147,A-5161-2015
16148,B-3185-2015
16149,G-6033-2012
16150,G-9481-2012
16151,A-1032-2011
16152,C-9992-2012
16153,H-5088-2011
16154,R-3714-2016
16155,B-7859-2010
16156,I-9577-2016
16157,H-9755-2017
16158,G-2155-2012
16159,A-1694-2014
16160,A-5419-2011
16161,J-7688-2012
16162,C-1816-2018
16163,N-2766-2018
16164,G-2658-2011
16165,A-9421-2010
16166,H-9416-2013
16167,Q-8839-2016
16168,H-5528-2011
16169,B-7434-2017
16170,H-3669-2012
16171,N-3628-2013
16172,B-2662-2014
16173,N-3259-2014
16174,B-4684-2012
16175,H-4884-2013
16176,A-4546-2010
16177,A-4257-2013
16178,S-4357-2017
16179,H-4360-2012
16180,R-8156-2016
16181,E-7459-2013
16182,D-4143-2012
16183,B-1506-2015
16184,E-2203-2017
16185,H-4625-2012
16186,B-5369-2012
16187,I-1257-2012
16188,E-9405-2012
16189,E-2882-2011
16190,A-9443-2009
16191,B-2967-2008
16192,H-1343-2016
16193,D-5658-2013
16194,G-8119-2011
16195,D-8716-2015
16196,A-4497-2008
16197,D-7602-2017
16198,J-2048-2015
16199,B-3553-2014
16200,D-3146-2012
16201,S-5459-2016
16202,M-1016-2015
16203,A-3430-2009
16204,G-9115-2017
16205,C-7843-2016
16206,R-7699-2016
16207,I-5741-2016
16208,B-5613-2009
16209,E-3957-2015
16210,G-7218-2012
16211,E-8096-2016
16212,A-3103-2010
16213,B-3267-2011
16214,N-6585-2017
16215,F-2394-2018
16216,H-3825-2015
16217,A-5198-2015
16218,L-6264-2015
16219,E-4654-2017
16220,Q-5524-2017
16221,G-6323-2016
16222,B-9855-2017
16223,L-6935-2017
16224,H-2109-2017
16225,N-6541-2016
16226,B-9878-2016
16227,M-1781-2014
16228,I-6063-2017
16229,H-7792-2013
16230,E-7947-2011
16231,D-4682-2009
16232,B-6967-2009
16233,B-5231-2008
16234,G-8112-2018
16235,B-6329-2009
16236,B-5564-2012
16237,B-3170-2008
16238,K-6775-2014
16239,B-4002-2012
16240,I-8527-2016
16241,C-9513-2014
16242,H-1764-2018
