,user_ids
25995,C-2210-2009
25996,H-7900-2012
25997,A-1922-2012
25998,A-1189-2007
25999,M-5153-2018
26000,G-1980-2015
26001,H-1185-2015
26002,M-7872-2017
26003,B-4405-2018
26004,E-9891-2013
26005,I-7233-2016
26006,G-1032-2017
26007,K-7719-2015
26008,D-6455-2011
26009,C-2069-2012
26010,J-4283-2012
26011,L-2005-2016
26012,J-5004-2016
26013,U-7984-2017
26014,N-3880-2018
26015,F-3642-2017
26016,F-8795-2011
26017,F-3399-2014
26018,I-6164-2012
26019,M-9886-2014
26020,A-2299-2008
26021,P-3168-2017
26022,N-1035-2017
26023,C-1481-2008
26024,A-1331-2009
26025,C-2332-2012
26026,F-1944-2018
26027,A-1281-2007
26028,Q-4170-2016
26029,B-6449-2012
26030,A-8516-2009
26031,A-5970-2008
26032,D-2473-2018
26033,D-3458-2017
26034,F-1114-2010
26035,G-2672-2014
26036,F-2408-2018
26037,C-3140-2011
26038,M-7528-2018
26039,L-7118-2013
26040,A-6916-2009
26041,E-6583-2011
26042,A-7606-2009
26043,E-3798-2015
26044,L-7582-2017
26045,S-3732-2017
26046,A-3205-2008
26047,Q-9514-2016
26048,P-3103-2014
26049,K-1022-2018
26050,M-7163-2017
26051,E-2577-2012
26052,K-6303-2015
26053,D-6698-2012
26054,H-1402-2016
26055,C-5897-2008
26056,L-9224-2017
26057,E-9444-2013
26058,O-1904-2013
26059,A-7205-2011
26060,A-9696-2008
26061,A-2810-2013
26062,N-9826-2015
26063,B-1360-2009
26064,K-9098-2016
26065,C-4021-2009
26066,C-5269-2011
26067,J-8968-2013
26068,B-5388-2017
26069,G-5396-2014
26070,E-7918-2015
26071,P-6067-2014
26072,N-9067-2013
26073,H-2718-2014
26074,B-4339-2012
26075,E-3047-2011
26076,B-1053-2017
26077,I-4567-2012
26078,O-3548-2018
26079,G-5932-2018
26080,C-6284-2013
26081,F-8760-2015
26082,L-9182-2018
26083,A-3340-2010
26084,F-3959-2012
26085,K-2362-2013
26086,H-2384-2012
26087,A-2921-2010
26088,F-4077-2010
26089,A-3344-2011
26090,O-7433-2017
26091,M-6440-2017
26092,B-1040-2009
26093,Q-6495-2016
26094,K-2786-2018
26095,C-3016-2017
26096,D-7171-2015
26097,H-1347-2013
26098,L-8594-2016
26099,C-3942-2016
26100,O-4372-2016
26101,C-5417-2017
26102,G-4617-2017
26103,C-4129-2016
26104,G-3900-2014
26105,N-6085-2014
26106,D-7632-2016
26107,B-1068-2018
26108,I-5572-2017
26109,F-5515-2011
26110,D-9360-2015
26111,L-3700-2017
26112,Q-4965-2016
26113,F-3244-2011
26114,B-5601-2017
26115,G-7017-2014
26116,B-6741-2009
26117,F-1513-2015
26118,H-7535-2016
26119,H-3596-2012
26120,B-9188-2013
26121,L-5150-2013
26122,B-4804-2016
26123,N-8884-2015
26124,S-8003-2016
26125,E-4653-2013
26126,J-9935-2013
26127,A-8831-2009
26128,B-8034-2014
26129,M-5204-2013
26130,E-6114-2015
26131,B-7211-2012
26132,B-8811-2015
26133,O-8204-2016
26134,N-6669-2017
26135,C-7182-2009
26136,J-5789-2015
26137,P-3601-2015
26138,O-9757-2018
26139,B-8407-2017
26140,C-3052-2011
26141,C-4715-2018
26142,A-3434-2016
26143,V-2934-2017
26144,H-4683-2012
26145,B-7943-2014
26146,B-4649-2018
26147,F-4229-2010
26148,F-4615-2014
26149,J-7081-2013
26150,D-3281-2009
26151,I-6802-2016
26152,B-3983-2014
26153,P-8993-2014
26154,N-6940-2015
26155,B-5332-2012
26156,K-4245-2016
26157,D-1267-2018
26158,D-1214-2013
26159,F-1186-2018
26160,O-5415-2017
26161,A-3111-2017
26162,J-2471-2018
26163,B-9800-2011
26164,O-7672-2017
26165,A-6563-2009
26166,C-5611-2015
26167,J-7288-2015
26168,G-4499-2013
26169,E-3050-2011
26170,C-5007-2017
26171,D-4404-2011
26172,A-2901-2011
26173,A-2871-2011
26174,F-9657-2011
26175,R-1361-2017
26176,F-1343-2011
26177,N-2678-2013
26178,B-3042-2014
26179,M-7468-2016
26180,G-6024-2010
26181,F-7111-2012
26182,C-9141-2014
26183,A-4156-2012
26184,A-3606-2015
26185,E-8230-2017
26186,M-9187-2016
26187,A-4334-2008
26188,E-8177-2013
26189,K-4260-2016
26190,A-9943-2009
26191,J-6683-2017
26192,B-8487-2013
26193,M-1559-2018
26194,F-8972-2013
26195,F-1811-2018
26196,H-6038-2011
26197,C-5923-2011
26198,E-8198-2018
26199,D-1777-2010
26200,P-9544-2017
26201,V-2209-2017
26202,H-7764-2013
26203,A-7102-2018
26204,N-8737-2013
26205,M-2000-2014
26206,F-3450-2011
26207,G-8179-2016
26208,J-9537-2016
26209,N-6479-2018
26210,J-6597-2016
26211,H-5202-2017
26212,F-3751-2012
26213,E-9393-2016
26214,K-6867-2013
26215,G-1188-2011
26216,L-7846-2014
26217,I-6769-2016
26218,P-3702-2016
26219,F-4199-2010
26220,N-3345-2014
26221,J-1014-2017
26222,M-5456-2015
26223,B-4657-2008
26224,C-6744-2009
26225,Q-4098-2016
26226,F-3635-2015
26227,I-8629-2014
26228,C-5750-2011
26229,D-1306-2011
26230,C-2342-2009
26231,G-6532-2016
26232,K-5740-2015
26233,F-9577-2010
26234,G-2612-2018
26235,L-6645-2013
26236,B-3030-2011
26237,A-7826-2009
26238,K-5459-2016
26239,D-6025-2013
26240,C-1237-2009
26241,J-8767-2013
26242,L-2287-2016
26243,A-9100-2014
26244,B-9316-2009
26245,C-4999-2015
26246,R-9614-2017
26247,R-9927-2017
26248,G-5375-2012
26249,C-6623-2009
26250,D-7658-2013
26251,K-1997-2014
26252,A-8478-2008
26253,K-9868-2013
26254,A-5651-2010
26255,I-8433-2017
26256,Q-4118-2016
26257,N-2059-2016
26258,E-8870-2011
26259,I-6654-2016
26260,G-4032-2010
26261,E-9828-2013
26262,F-1455-2011
26263,O-5157-2016
26264,H-7751-2014
26265,M-5473-2015
26266,O-8704-2018
26267,D-6452-2015
26268,C-6735-2016
26269,A-1971-2010
26270,D-9126-2016
26271,D-1834-2014
26272,Q-1238-2017
26273,A-8428-2015
26274,D-1208-2013
26275,K-2007-2012
26276,A-9015-2009
26277,G-6583-2013
26278,B-7817-2009
26279,K-9790-2017
26280,A-7673-2009
26281,Q-4215-2016
26282,D-1662-2018
26283,D-6509-2015
26284,D-3946-2013
26285,I-8247-2014
26286,A-7721-2009
26287,C-1087-2018
26288,A-8161-2009
26289,A-9966-2010
26290,O-9709-2016
26291,O-9138-2015
26292,H-5746-2017
26293,E-6771-2010
26294,A-8051-2015
26295,H-1195-2018
26296,K-2382-2017
26297,K-5011-2013
26298,D-2644-2017
26299,D-3200-2017
26300,F-6267-2011
26301,D-2732-2009
26302,D-1422-2011
26303,H-2996-2013
26304,B-7680-2014
26305,F-4645-2015
26306,E-1153-2012
26307,G-2893-2011
26308,H-4991-2015
26309,B-8762-2012
26310,M-1619-2017
26311,E-5835-2012
26312,E-8193-2016
26313,J-6581-2015
26314,B-2912-2010
26315,A-7425-2012
26316,H-9764-2017
26317,B-2115-2008
26318,A-3922-2012
26319,A-6716-2009
26320,B-3596-2015
26321,I-2817-2012
26322,K-4769-2012
26323,D-9897-2015
26324,N-2563-2017
26325,E-9138-2011
26326,E-3494-2015
26327,F-8224-2012
26328,E-7155-2012
26329,D-6147-2011
26330,B-1619-2015
26331,B-2984-2012
26332,G-9554-2012
26333,B-1965-2014
26334,G-6356-2017
26335,I-6246-2012
26336,K-6839-2016
26337,Q-6989-2017
26338,J-9543-2012
26339,C-7737-2012
26340,H-3624-2015
26341,C-5293-2015
26342,G-1556-2016
26343,E-8585-2013
26344,L-2499-2018
26345,G-6356-2012
26346,F-4778-2012
26347,V-9792-2017
26348,B-1613-2014
26349,O-2795-2017
26350,C-4578-2015
26351,C-6731-2015
26352,A-9489-2011
26353,F-1956-2018
26354,B-4659-2012
26355,J-9319-2017
26356,E-6400-2016
26357,A-8004-2008
26358,Q-7022-2017
26359,J-3098-2013
26360,C-4704-2008
26361,C-1192-2008
26362,E-6343-2012
26363,B-3782-2010
26364,A-1292-2014
26365,I-2220-2016
26366,M-2748-2016
26367,O-3853-2014
26368,B-4964-2008
26369,B-1981-2010
26370,N-6048-2017
26371,F-6291-2011
26372,N-4255-2014
26373,A-8648-2009
26374,A-5539-2011
26375,E-3538-2012
26376,G-1337-2011
26377,F-5372-2012
26378,J-3367-2015
26379,P-7713-2016
26380,N-1474-2018
26381,F-5107-2018
26382,C-6360-2013
26383,A-3929-2014
26384,F-9208-2014
26385,C-7910-2014
26386,E-9417-2012
26387,G-3656-2011
26388,E-5379-2011
26389,J-5090-2014
26390,Q-2534-2015
26391,F-4234-2012
26392,C-1435-2013
26393,G-2594-2011
26394,D-2298-2012
26395,O-3594-2017
26396,O-4412-2014
26397,N-8800-2018
26398,P-7777-2015
26399,H-1737-2011
26400,N-2026-2013
26401,A-2951-2009
26402,R-9033-2017
26403,A-5886-2008
26404,G-5335-2015
26405,M-8774-2014
26406,N-5244-2014
26407,J-3847-2016
26408,A-9835-2014
26409,A-4463-2010
26410,G-3709-2014
26411,C-2504-2015
26412,A-2946-2012
26413,B-2189-2016
26414,K-8240-2016
26415,F-1293-2017
26416,A-4375-2015
26417,B-1043-2016
26418,P-1920-2018
26419,N-2792-2014
26420,A-2324-2008
26421,F-3106-2013
26422,O-5212-2014
26423,H-3631-2015
26424,O-3286-2015
26425,C-8263-2011
26426,G-2354-2014
26427,B-6718-2016
26428,L-5021-2018
26429,D-3681-2009
26430,I-7245-2013
26431,G-7796-2018
26432,F-8845-2011
26433,E-2132-2014
26434,N-7877-2013
26435,B-1357-2013
26436,P-1047-2015
26437,G-7679-2016
26438,F-4387-2016
26439,B-2982-2011
26440,M-5873-2014
26441,I-8420-2014
26442,C-4545-2015
26443,U-8549-2017
26444,H-2846-2016
26445,H-3172-2016
26446,L-6126-2013
26447,C-9052-2014
26448,I-8973-2014
26449,R-9813-2016
26450,C-1370-2017
26451,F-1179-2014
26452,B-2030-2015
26453,H-8266-2013
26454,H-7058-2012
26455,E-1061-2011
26456,C-7105-2013
26457,G-6448-2012
26458,C-5947-2013
26459,K-2017-2013
26460,C-1084-2008
26461,D-4760-2011
26462,D-4043-2014
26463,E-3108-2010
26464,G-6582-2013
26465,N-3644-2013
26466,A-4840-2011
26467,C-1041-2009
26468,F-1578-2015
26469,A-5856-2008
26470,A-8456-2011
26471,I-3921-2013
26472,A-1647-2013
26473,A-2461-2009
26474,N-4613-2013
26475,I-8154-2013
26476,C-9498-2013
26477,D-6338-2012
26478,B-6839-2008
26479,H-3802-2011
26480,M-1341-2014
26481,N-7871-2013
26482,I-3264-2012
26483,T-5723-2017
26484,F-8594-2011
26485,R-3520-2016
26486,F-2354-2011
26487,B-6817-2015
26488,E-3033-2017
26489,I-4882-2013
26490,A-7038-2013
26491,K-2056-2014
26492,B-8422-2016
26493,W-3899-2017
26494,L-4594-2013
26495,E-6301-2012
26496,B-9885-2008
26497,O-7084-2016
26498,N-2313-2014
26499,C-2773-2008
26500,E-5955-2011
26501,E-5577-2011
26502,G-1186-2015
26503,P-8002-2015
26504,K-8917-2013
26505,A-2252-2009
26506,F-2361-2013
26507,B-9756-2012
26508,I-1489-2012
26509,L-1630-2015
26510,E-4780-2010
26511,O-1835-2014
26512,G-2239-2011
26513,B-7217-2011
26514,A-1831-2015
26515,B-1341-2009
26516,G-6190-2012
26517,E-1403-2014
26518,O-6256-2014
26519,K-2441-2012
26520,J-5137-2015
26521,H-1150-2018
26522,C-9792-2011
26523,A-2329-2012
26524,L-6189-2018
26525,C-6196-2011
26526,F-1308-2011
26527,C-8940-2010
26528,A-8674-2009
26529,A-7484-2009
26530,K-8642-2014
26531,J-9943-2012
26532,D-7142-2017
26533,J-5577-2018
26534,B-1017-2012
26535,A-1614-2012
26536,B-1574-2010
26537,B-5982-2013
26538,G-5553-2013
26539,K-1992-2015
26540,O-8274-2017
26541,G-4442-2011
26542,L-5446-2018
26543,G-2515-2011
26544,B-4189-2017
26545,M-8442-2014
26546,O-1263-2017
26547,I-4945-2012
26548,A-9361-2009
26549,M-7185-2017
26550,B-2426-2013
26551,I-9235-2018
26552,A-1758-2009
26553,A-4662-2011
26554,M-9093-2015
26555,A-8625-2009
26556,M-6419-2016
26557,A-7688-2013
26558,C-4534-2016
26559,L-2545-2014
26560,C-4096-2008
26561,E-9840-2016
26562,L-8141-2016
26563,C-7401-2018
26564,G-9069-2012
26565,C-4369-2015
26566,G-3641-2015
26567,O-2637-2018
26568,H-3432-2011
26569,J-5390-2018
26570,S-8371-2016
26571,G-2459-2014
26572,H-7127-2016
26573,D-6504-2014
26574,P-7814-2017
26575,G-5785-2010
26576,O-7239-2018
26577,A-4616-2011
26578,I-1278-2015
26579,C-7089-2014
26580,C-8309-2014
26581,F-9237-2011
26582,B-5705-2009
26583,G-5851-2012
26584,L-9356-2013
26585,L-7077-2016
26586,B-6190-2011
26587,H-3490-2015
26588,H-5932-2013
26589,J-9528-2015
26590,B-3605-2015
26591,L-2686-2017
26592,N-2008-2015
26593,F-1616-2011
26594,J-9881-2015
26595,D-3544-2016
26596,O-7969-2017
26597,E-8361-2010
26598,B-5512-2014
26599,G-9949-2016
26600,K-1317-2017
26601,E-3051-2011
26602,L-6334-2016
26603,M-9259-2016
26604,L-7592-2015
26605,J-1390-2014
26606,B-7365-2017
26607,N-5191-2018
26608,P-1367-2018
26609,O-2482-2016
26610,D-3498-2014
26611,N-2026-2017
26612,C-3979-2017
26613,D-5072-2013
26614,P-6427-2017
26615,F-6675-2017
26616,F-8771-2012
26617,J-9452-2014
26618,M-2775-2013
26619,I-4973-2018
26620,I-7530-2015
26621,G-9432-2015
26622,K-9952-2013
26623,C-7729-2018
26624,E-9365-2016
26625,B-4523-2018
26626,L-6281-2014
26627,A-7110-2013
26628,A-2244-2010
26629,G-6039-2011
26630,E-5141-2013
26631,B-7046-2015
26632,V-5844-2017
26633,B-4724-2011
26634,C-7955-2013
26635,O-3299-2017
26636,K-3077-2017
26637,I-3718-2017
26638,C-6160-2012
26639,H-1175-2012
26640,H-1843-2014
26641,G-4377-2012
26642,M-8914-2013
26643,B-5424-2014
26644,Q-5277-2017
26645,G-9488-2011
26646,E-3514-2010
26647,C-2571-2016
26648,J-4474-2015
26649,A-4955-2008
26650,M-4481-2015
26651,E-8148-2013
26652,A-7929-2010
26653,B-1636-2016
26654,F-1581-2011
26655,F-4077-2014
26656,D-6603-2018
26657,B-9359-2013
26658,M-5880-2018
26659,B-5084-2012
26660,B-3918-2011
26661,R-1514-2016
26662,L-3429-2014
26663,N-4322-2018
26664,P-4864-2014
26665,K-2316-2016
26666,B-3355-2011
26667,C-9075-2014
26668,J-2711-2015
26669,F-1418-2015
26670,C-6954-2012
26671,G-3965-2011
26672,G-8451-2017
26673,A-1037-2007
26674,F-3532-2012
26675,M-7802-2013
26676,B-2229-2017
26677,K-9668-2013
26678,G-8509-2012
26679,B-8985-2013
26680,A-6625-2013
26681,G-5588-2012
26682,B-7258-2014
26683,P-7800-2017
26684,A-6887-2017
26685,E-3244-2016
26686,D-1821-2018
26687,E-5770-2011
26688,B-5229-2008
26689,L-3215-2016
26690,F-5586-2010
26691,C-9124-2011
26692,I-4865-2013
26693,B-2441-2012
26694,A-9367-2008
26695,B-6132-2016
26696,M-5296-2017
26697,S-6041-2017
26698,O-4962-2016
26699,G-3492-2017
26700,D-4728-2011
26701,G-5501-2011
26702,L-8560-2017
26703,A-7714-2015
26704,E-4752-2015
26705,L-9837-2014
26706,J-7283-2012
26707,O-2616-2013
26708,H-5399-2016
26709,E-7406-2012
26710,M-4033-2018
26711,A-4707-2010
26712,E-7165-2016
26713,H-3544-2015
26714,I-6170-2012
26715,D-1765-2011
26716,I-2781-2012
26717,K-5486-2016
26718,B-9176-2017
26719,N-6514-2014
26720,F-2416-2010
26721,G-1181-2011
26722,N-1493-2016
26723,Q-3020-2016
26724,N-6277-2015
26725,A-7742-2014
26726,B-9064-2013
26727,B-1274-2009
26728,L-4824-2018
26729,N-4533-2018
26730,K-7092-2012
26731,B-4966-2009
26732,F-6143-2015
26733,J-5577-2016
26734,D-6336-2015
26735,E-5415-2015
26736,P-1237-2016
26737,E-1514-2016
26738,E-8490-2011
26739,G-6104-2012
26740,C-3300-2015
26741,S-9686-2017
26742,A-8920-2013
26743,B-1491-2012
26744,D-7540-2018
26745,E-6908-2010
26746,D-4177-2018
26747,S-2593-2016
26748,F-7767-2010
26749,D-1549-2011
26750,E-1146-2016
26751,K-7279-2015
26752,B-1154-2009
26753,A-8694-2009
26754,M-5337-2013
26755,A-5777-2009
26756,G-9477-2018
26757,F-3230-2014
26758,G-7659-2016
26759,C-1783-2015
26760,C-9673-2012
26761,O-4390-2015
26762,M-2090-2015
26763,C-9604-2017
26764,H-5539-2012
26765,A-2970-2008
26766,A-8849-2010
26767,J-7906-2013
26768,B-4818-2010
26769,S-6022-2016
26770,A-8378-2009
26771,G-7642-2014
26772,N-7869-2014
26773,G-1945-2017
26774,L-9599-2015
26775,B-4720-2010
26776,J-3961-2012
26777,I-9595-2016
26778,K-2699-2018
26779,B-6165-2015
26780,D-8313-2018
26781,V-9781-2017
26782,D-2448-2012
26783,E-2555-2013
26784,D-4349-2014
26785,R-5547-2016
26786,C-6766-2013
26787,A-2974-2008
26788,B-8060-2018
26789,I-1853-2012
26790,M-3789-2015
26791,M-9681-2017
26792,O-4149-2018
26793,J-3802-2016
26794,G-3363-2015
26795,A-1347-2013
26796,P-1874-2018
26797,N-2098-2016
26798,B-4735-2017
26799,O-8290-2014
26800,G-6918-2011
26801,B-1164-2016
26802,E-2762-2013
26803,R-4827-2016
26804,V-1828-2017
26805,A-3109-2008
26806,G-5156-2010
26807,P-7686-2014
26808,T-7266-2017
26809,F-3985-2012
26810,C-5772-2011
26811,K-4149-2012
26812,I-4544-2012
26813,B-3463-2015
26814,L-1338-2016
26815,M-9950-2015
26816,I-6079-2013
26817,F-8255-2011
26818,G-5718-2011
26819,A-6587-2008
26820,C-2716-2016
26821,C-5962-2016
26822,E-2968-2013
26823,D-7325-2012
26824,I-7081-2013
26825,A-3617-2013
26826,J-2377-2015
26827,F-6480-2018
26828,G-5049-2017
26829,O-8225-2016
26830,J-7651-2012
26831,A-9876-2009
26832,D-6818-2014
26833,J-3129-2013
26834,B-4726-2014
26835,E-5522-2017
26836,M-5546-2015
26837,B-3180-2009
26838,C-7519-2009
26839,B-5799-2008
26840,U-4455-2017
26841,D-3489-2018
26842,B-2246-2012
26843,I-9868-2017
26844,G-9016-2015
26845,F-1879-2010
26846,N-4462-2013
26847,J-9748-2015
26848,O-4903-2016
26849,C-8172-2013
26850,A-9598-2009
26851,G-1190-2015
26852,P-2458-2018
26853,C-6493-2012
26854,I-4906-2017
26855,L-6825-2016
26856,D-1441-2010
26857,A-7631-2009
26858,F-2876-2010
26859,M-6366-2014
26860,D-2824-2017
26861,F-6878-2018
26862,P-2530-2014
26863,D-9080-2015
26864,F-5370-2012
26865,D-9788-2016
26866,E-3050-2010
26867,D-3001-2016
26868,F-2789-2013
26869,H-3640-2012
26870,D-9693-2011
26871,I-4876-2013
26872,A-6504-2011
26873,E-6898-2014
26874,F-6960-2011
26875,D-5410-2014
26876,G-6866-2011
26877,H-1392-2012
26878,K-3287-2016
26879,A-4960-2011
26880,O-2005-2018
26881,N-8299-2015
26882,O-8387-2015
26883,H-2449-2011
26884,M-8710-2014
26885,F-2925-2015
26886,E-8628-2014
26887,G-5324-2015
26888,F-3709-2011
26889,A-9156-2015
26890,H-5152-2012
26891,B-6013-2012
26892,E-6475-2015
26893,D-9756-2011
26894,F-1505-2015
26895,F-6331-2015
26896,B-7414-2011
26897,B-5888-2012
26898,E-8106-2012
26899,A-5951-2009
26900,B-4383-2009
26901,S-2065-2016
26902,B-8418-2017
26903,H-7159-2018
26904,C-4733-2012
26905,K-6647-2015
26906,A-7103-2009
26907,C-1429-2013
26908,A-2010-2017
26909,H-5241-2013
26910,A-2117-2009
26911,A-8863-2009
26912,B-6152-2009
26913,E-2698-2013
26914,I-4601-2016
26915,J-1711-2015
26916,I-6373-2013
26917,G-8462-2012
26918,G-3110-2011
26919,H-2669-2012
26920,L-6621-2018
26921,A-4480-2009
26922,N-5420-2017
26923,D-8255-2013
26924,K-8044-2012
26925,F-6845-2011
26926,A-3804-2016
26927,A-9351-2009
26928,B-9170-2009
26929,H-6575-2016
26930,A-2299-2013
26931,B-2043-2012
26932,D-5669-2013
26933,B-7681-2012
26934,B-9600-2009
26935,J-2850-2014
26936,M-7892-2017
26937,S-3427-2016
26938,I-4885-2013
26939,D-5028-2012
26940,N-8703-2013
26941,A-8782-2011
26942,D-2542-2011
26943,B-1827-2008
26944,C-4584-2011
26945,K-8987-2015
26946,B-6090-2011
26947,M-6960-2016
26948,E-1175-2011
26949,N-3034-2017
26950,I-5333-2016
26951,K-4508-2015
26952,G-6140-2011
26953,I-6505-2012
26954,M-2397-2016
26955,H-3719-2015
26956,H-9856-2013
26957,A-3240-2016
26958,W-5156-2017
26959,I-6310-2015
26960,F-5196-2011
26961,A-5190-2018
26962,A-6023-2008
26963,H-3250-2014
26964,J-7867-2015
26965,M-9981-2017
26966,O-6673-2018
26967,P-7785-2017
26968,K-8255-2012
26969,C-7764-2015
26970,L-5808-2013
26971,A-9933-2013
26972,B-6286-2015
26973,G-3536-2017
26974,O-9187-2016
26975,C-2386-2011
26976,L-8115-2013
26977,E-3056-2011
26978,B-1329-2018
26979,E-8575-2013
26980,I-3493-2017
26981,J-5286-2018
26982,L-6466-2013
26983,B-5969-2018
26984,A-5507-2010
26985,A-4894-2015
26986,B-6693-2016
26987,A-7389-2012
26988,L-7389-2018
26989,M-2798-2013
26990,D-8665-2015
26991,M-9259-2014
26992,D-5668-2013
26993,C-6974-2009
26994,E-4089-2010
26995,P-4663-2017
26996,O-8679-2016
26997,D-8888-2017
26998,D-1091-2010
26999,M-5946-2013
27000,K-4539-2015
27001,G-7277-2012
27002,M-3933-2018
27003,F-7205-2013
27004,S-4070-2016
27005,Q-5962-2016
27006,A-2877-2012
27007,G-7030-2012
27008,Q-2922-2017
27009,D-1763-2017
27010,G-7597-2015
27011,E-7055-2013
27012,B-4435-2011
27013,C-4049-2011
27014,B-8453-2008
27015,D-3919-2009
27016,B-9406-2013
27017,A-4253-2011
27018,K-7065-2012
27019,G-9790-2012
27020,J-4189-2013
27021,F-1425-2011
27022,A-1662-2013
27023,N-7358-2015
27024,F-5502-2011
27025,A-4592-2014
27026,A-6956-2008
27027,G-9313-2011
27028,A-4805-2017
27029,G-2925-2013
27030,F-4616-2011
27031,I-6376-2015
27032,B-8366-2016
27033,C-1729-2018
27034,E-5067-2017
27035,K-2515-2012
27036,D-5029-2014
27037,F-1196-2013
27038,D-8756-2015
27039,R-7237-2017
27040,I-4891-2018
27041,P-7891-2014
27042,D-7155-2014
27043,A-5678-2009
27044,H-7367-2014
27045,I-5010-2014
27046,K-7197-2015
27047,A-8606-2009
27048,B-5961-2012
27049,G-5147-2013
27050,C-3598-2011
27051,B-9898-2017
27052,O-9277-2018
27053,B-8826-2018
27054,A-3546-2011
27055,A-6565-2008
27056,A-3436-2016
27057,F-3463-2011
27058,E-2302-2013
27059,O-6147-2014
27060,C-8076-2011
27061,B-6045-2013
27062,V-9060-2017
27063,H-6611-2013
27064,J-2712-2013
27065,F-7941-2013
27066,C-5821-2009
27067,A-5129-2016
27068,B-9159-2013
27069,A-2134-2015
27070,J-3333-2015
27071,D-1344-2013
27072,I-7478-2017
27073,G-6386-2010
27074,J-8214-2012
27075,F-2682-2016
27076,N-1114-2017
27077,J-9444-2012
27078,J-7377-2016
27079,O-3418-2014
27080,H-6204-2011
27081,I-1625-2018
27082,I-7785-2012
27083,M-5831-2013
27084,J-4607-2016
27085,B-8713-2018
27086,F-6924-2011
27087,D-9822-2016
27088,A-8138-2010
27089,N-7160-2016
27090,K-1933-2013
27091,J-1053-2017
27092,D-2978-2012
27093,K-4365-2012
27094,G-4811-2010
27095,H-8880-2013
27096,K-3310-2016
27097,B-3688-2010
27098,K-4924-2016
27099,P-2470-2017
27100,D-1292-2017
27101,K-6000-2014
27102,D-5375-2016
27103,M-1588-2017
27104,C-9968-2011
27105,G-1295-2015
27106,F-3223-2013
27107,J-6562-2015
27108,D-9450-2017
27109,H-1096-2013
27110,K-8843-2012
27111,H-2674-2012
27112,H-5808-2012
27113,D-3329-2015
27114,J-4047-2015
27115,J-4317-2017
27116,L-6623-2013
27117,S-2584-2016
27118,I-9425-2017
27119,N-2731-2018
27120,E-5670-2010
27121,E-8386-2010
27122,I-4134-2012
27123,A-3396-2012
27124,K-2427-2013
27125,I-5218-2015
27126,C-7417-2011
27127,C-7790-2017
27128,B-1126-2009
27129,H-1578-2012
27130,D-4192-2013
27131,B-3246-2012
27132,M-1557-2015
27133,O-6065-2016
27134,P-3831-2018
27135,D-9531-2013
27136,E-1877-2015
27137,J-7457-2013
27138,F-2264-2017
27139,L-1728-2015
27140,L-4027-2018
27141,H-9382-2012
27142,L-5072-2014
27143,G-4001-2011
27144,G-2322-2014
27145,G-2874-2015
27146,N-5834-2016
27147,G-4381-2012
27148,F-6684-2012
27149,N-7903-2015
27150,N-4364-2013
27151,A-4193-2009
27152,T-3103-2017
27153,O-1751-2013
27154,D-9936-2013
27155,H-1148-2012
27156,B-6414-2011
27157,B-9827-2014
27158,L-6202-2013
27159,C-7953-2018
27160,B-9259-2013
27161,C-3933-2009
27162,B-9097-2015
27163,K-5573-2013
27164,G-4036-2010
27165,B-6430-2011
27166,I-2179-2012
27167,A-6586-2009
27168,M-4815-2013
27169,A-8573-2013
27170,I-7596-2016
27171,N-1874-2013
27172,D-9226-2013
27173,C-6627-2016
27174,B-8619-2008
27175,C-6380-2018
27176,K-2510-2015
27177,E-4508-2016
27178,B-8414-2017
27179,A-9497-2009
27180,J-4350-2017
27181,L-4144-2014
27182,F-3972-2014
27183,H-8082-2015
27184,E-4887-2010
27185,O-3214-2013
27186,E-7967-2011
27187,B-9481-2013
27188,D-8302-2015
27189,C-9136-2013
27190,B-2920-2010
27191,J-5164-2016
27192,A-6162-2010
27193,C-9493-2012
27194,A-7093-2013
27195,C-7154-2011
27196,A-7735-2009
27197,B-6910-2008
27198,O-7583-2015
27199,B-8975-2014
27200,D-7209-2015
27201,A-5501-2013
27202,A-1203-2015
27203,D-2852-2013
27204,E-2207-2013
27205,H-7604-2012
27206,C-4140-2014
27207,H-8206-2013
27208,S-6371-2017
27209,J-2369-2015
27210,C-2681-2015
27211,B-5634-2017
27212,D-6733-2011
27213,J-5427-2013
27214,O-3444-2014
27215,K-6962-2012
27216,G-8866-2011
27217,F-6354-2012
27218,D-2468-2009
27219,A-3968-2009
27220,A-5795-2010
27221,A-2619-2008
27222,E-3500-2010
27223,K-1339-2013
27224,A-8242-2009
27225,H-5343-2012
27226,A-7720-2011
27227,B-5912-2009
27228,I-3968-2014
27229,D-5784-2011
27230,P-5292-2016
27231,V-4282-2017
27232,A-4050-2009
27233,E-9273-2010
27234,C-4828-2008
27235,A-8332-2011
27236,H-1298-2011
27237,A-5364-2013
27238,M-5428-2015
27239,A-6948-2013
27240,B-7941-2013
27241,I-7925-2016
27242,M-4196-2016
27243,O-8166-2018
27244,E-8326-2015
27245,B-7608-2013
27246,M-4311-2016
27247,K-5014-2013
27248,J-1622-2014
27249,I-4825-2013
27250,L-3724-2013
27251,J-7446-2013
27252,B-7015-2008
27253,G-9398-2018
27254,I-5093-2012
27255,A-7063-2009
27256,I-5256-2012
27257,B-7210-2017
27258,B-6647-2014
27259,A-3211-2008
27260,H-3268-2011
27261,K-9507-2014
27262,H-9592-2014
27263,E-1162-2011
27264,O-2940-2018
